GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
4986042,19860331,198603,1986,1986.2493,PSE,PALESTINIAN,PSE,,,,,,,,MOSSHI,SHIITE,,,,MOS,SHI,,,,1,190,190,19,4,-10.0,29,3,24,1.37763355164523,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,20130203,unspecified
5887435,19870323,198703,1987,1987.2274,ISR,ISRAEL,ISR,,,,,,,,REB,GUERRILLA,,,,,,REB,,,1,190,190,19,4,-10.0,4,2,4,3.0336094297547,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,20130203,unspecified
5931297,19870409,198704,1987,1987.2712,ISR,ISRAELI,ISR,,,,,,,,REB,GUERRILLA,,,,,,REB,,,1,195,195,19,4,-10.0,9,2,9,2.08680017597215,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
5790403,19870212,198702,1987,1987.1151,ISR,ISRAEL,ISR,,,,,,,,LBN,LEBANON,LBN,,,,,,,,1,190,190,19,4,-10.0,4,2,4,3.6923605346767,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
6536238,19871211,198712,1987,1987.9342,ISR,JERUSALEM,ISR,,,,,,,,PSE,WEST BANK,PSE,,,,,,,,1,193,193,19,4,-10.0,14,2,14,1.78804724577401,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6543271,19871214,198712,1987,1987.9425,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,190,190,19,4,-10.0,5,2,5,1.7890552224511,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
6000840,19870508,198705,1987,1987.3507,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,15,2,15,1.82452867418875,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,20130203,unspecified
5994560,19870506,198705,1987,1987.3452,COP,POLICE,,,,,,COP,,,PSE,PALESTINIAN,PSE,,,,,,,,1,195,195,19,4,-10.0,9,2,9,3.70167348594255,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,20130203,unspecified
5775804,19870206,198702,1987,1987.0986,REB,GUERRILLA,,,,,,REB,,,ISR,ISRAELI,ISR,,,,,,,,1,190,190,19,4,-10.0,8,2,8,2.13888361095278,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
6552297,19871218,198712,1987,1987.9534,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,0,190,190,19,4,-10.0,12,2,12,1.92374213836478,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6460204,19871111,198711,1987,1987.8521,JEWSET,JEWISH,,,,JEW,,SET,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,11,2,11,0.294608251974685,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
5885340,19870322,198703,1987,1987.2247,LBN,LEBANON,LBN,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,190,190,19,4,-10.0,8,2,8,0.928792569659441,4,"Hasbaya, Mont-Liban, Lebanon",LE,LE05,33.8733,35.7231,-804048,1,Israel,IS,IS,31.5,34.75,0,4,"Hasbaya, Mont-Liban, Lebanon",LE,LE05,33.8733,35.7231,-804048,20130203,unspecified
5818190,19870223,198702,1987,1987.1452,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,190,190,19,4,-10.0,8,2,8,1.32734113712375,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
5808128,19870219,198702,1987,1987.1342,ISR,JERUSALEM,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,3,2,3,1.05216216740236,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
5940508,19870413,198704,1987,1987.2822,ISR,ISRAELI,ISR,,,,,,,,PSEEDU,PALESTINIAN,PSE,,,,,EDU,,,1,193,193,19,4,-10.0,6,2,6,2.35604123072154,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
5724981,19870118,198701,1987,1987.0493,ISR,ISRAEL,ISR,,,,,,,,LBN,LEBANON,LBN,,,,,,,,1,190,190,19,4,-10.0,9,2,9,2.77818930041152,1,Israel,IS,IS,31.5,34.75,0,1,Lebanon,LE,LE,33.8333,35.8333,0,1,Lebanon,LE,LE,33.8333,35.8333,0,20130203,unspecified
5701216,19870109,198701,1987,1987.0247,ISR,ISRAELI,ISR,,,,,,,,LBN,LEBANON,LBN,,,,,,,,0,190,190,19,4,-10.0,5,2,5,2.02338874189574,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,20130203,unspecified
6554766,19871219,198712,1987,1987.9562,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,15,3,15,1.7567706510798,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
5957144,19870420,198704,1987,1987.3014,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,16,2,16,5.26991506650963,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
6001616,19870508,198705,1987,1987.3507,REB,GUERRILLA,,,,,,REB,,,ISR,ISRAELI,ISR,,,,,,,,0,190,190,19,4,-10.0,4,2,4,1.80081439359966,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,20130203,unspecified
5885142,19870322,198703,1987,1987.2247,ISR,ISRAELI,ISR,,,,,,,,LBN,LEBANON,LBN,,,,,,,,1,190,190,19,4,-10.0,8,2,8,0.928792569659441,1,Israel,IS,IS,31.5,34.75,0,4,"Hasbaya, Mont-Liban, Lebanon",LE,LE05,33.8733,35.7231,-804048,4,"Hasbaya, Mont-Liban, Lebanon",LE,LE05,33.8733,35.7231,-804048,20130203,unspecified
5931290,19870409,198704,1987,1987.2712,ISR,ISRAELI,ISR,,,,,,,,PSEREB,PALESTINIAN,PSE,,,,,REB,,,1,195,195,19,4,-10.0,8,2,8,2.3068267744781,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,20130203,unspecified
5931289,19870409,198704,1987,1987.2712,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,195,195,19,4,-10.0,20,2,11,1.83968525291495,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
6542523,19871214,198712,1987,1987.9425,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,0,190,190,19,4,-10.0,5,2,5,1.7890552224511,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
5941151,19870413,198704,1987,1987.2822,PSE,WEST BANK,PSE,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,190,190,19,4,-10.0,9,2,9,2.16099615076597,4,"Bir Zeit, West Bank (general), West Bank",WE,WE00,31.9696,35.1941,-793933,4,"Bir Zeit, West Bank (general), West Bank",WE,WE00,31.9696,35.1941,-793933,4,"Bir Zeit, West Bank (general), West Bank",WE,WE00,31.9696,35.1941,-793933,20130203,unspecified
5957163,19870420,198704,1987,1987.3014,ISR,ISRAELI,ISR,,,,,,,,REB,GUERRILLA,,,,,,REB,,,1,190,190,19,4,-10.0,12,2,12,1.74310704613062,4,"Menara, Ha?afon, Israel",IS,IS03,33.1958,35.5431,-781164,4,"Menara, Ha?afon, Israel",IS,IS03,33.1958,35.5431,-781164,4,"Menara, Ha?afon, Israel",IS,IS03,33.1958,35.5431,-781164,20130203,unspecified
5835419,19870302,198703,1987,1987.1699,ISR,ISRAELI,ISR,,,,,,,,USAGOV,THE US,USA,,,,,GOV,,,1,190,190,19,4,-10.0,2,2,2,7.57552303217938,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
7184612,19880813,198808,1988,1988.611,ISR,ISRAEL,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,6,2,6,1.00320414555117,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,20130203,unspecified
6727854,19880226,198802,1988,1988.1534,ISR,JERUSALEM,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,17,2,17,4.9840019650939,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6868767,19880417,198804,1988,1988.2932,SET,SETTLER,,,,,,SET,,,ISR,ISRAEL,ISR,,,,,,,,0,190,190,19,4,-10.0,4,2,3,3.46785823625143,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6839695,19880407,198804,1988,1988.2658,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,4,2,4,1.96433051768838,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
7325497,19881009,198810,1988,1988.7644,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,27,2,27,1.71258567799736,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6770214,19880312,198803,1988,1988.1973,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,9,2,9,3.4345674298386,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7374921,19881030,198810,1988,1988.8219,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,190,190,19,4,-10.0,9,2,9,3.03683075371175,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7505025,19881221,198812,1988,1988.9616,REB,UPRISING,,,,,,REB,,,ISR,ISRAELI,ISR,,,,,,,,0,190,190,19,4,-10.0,14,2,14,7.88093908411375,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7438134,19881125,198811,1988,1988.8904,ISR,ISRAELI,ISR,,,,,,,,PSEREB,PALESTINIAN,PSE,,,,,REB,,,1,195,195,19,4,-10.0,3,2,3,2.3028808487137,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7525460,19881231,198812,1988,1988.989,PSE,WEST BANK,PSE,,,,,,,,CVL,VILLAGE,,,,,,CVL,,,1,193,193,19,4,-10.0,14,2,14,1.73754234493591,4,"Beit Rima, West Bank (general), West Bank",WE,WE00,32.0333,35.1036,-793863,4,"Beit Rima, West Bank (general), West Bank",WE,WE00,32.0333,35.1036,-793863,4,"Beit Rima, West Bank (general), West Bank",WE,WE00,32.0333,35.1036,-793863,20130203,unspecified
6940956,19880514,198805,1988,1988.3671,COP,POLICE,,,,,,COP,,,ISR,JERUSALEM,ISR,,,,,,,,1,190,190,19,4,-10.0,16,2,16,2.49059300264119,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6868131,19880417,198804,1988,1988.2932,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,12,2,12,3.43074079480442,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7422069,19881118,198811,1988,1988.8712,PSE,OCCUPIED TERRITORIES,PSE,,,,,,,,ISR,JERUSALEM,ISR,,,,,,,,1,190,190,19,4,-10.0,11,2,11,7.66970654411413,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7257013,19880912,198809,1988,1988.6904,ISR,ISRAELI,ISR,,,,,,,,PSE,GAZA,PSE,,,,,,,,1,190,190,19,4,-10.0,12,2,12,4.58339649814296,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,1,Gaza Strip,GZ,GZ,8.73308,126.321,0,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7472411,19881208,198812,1988,1988.926,PSECVL,WEST BANK,PSE,,,,,CVL,,,PSE,WEST BANK,PSE,,,,,,,,1,193,193,19,4,-10.0,6,2,6,0.928071751633687,4,"Kafr Rai, West Bank (general), West Bank",WE,WE00,32.374,35.1545,-794823,4,"Kafr Rai, West Bank (general), West Bank",WE,WE00,32.374,35.1545,-794823,4,"Kafr Rai, West Bank (general), West Bank",WE,WE00,32.374,35.1545,-794823,20130203,unspecified
6842754,19880408,198804,1988,1988.2685,ISRCVL,ISRAELI,ISR,,,,,CVL,,,PSE,OCCUPIED TERRITORIES,PSE,,,,,,,,0,190,190,19,4,-10.0,6,2,6,1.84184550884798,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7421353,19881118,198811,1988,1988.8712,ISR,JERUSALEM,ISR,,,,,,,,PSE,OCCUPIED TERRITORIES,PSE,,,,,,,,1,190,190,19,4,-10.0,11,2,11,7.66970654411413,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6871091,19880418,198804,1988,1988.2959,MIL,ARMY,,,,,,MIL,,,PSE,PALESTINIAN,PSE,,,,,,,,0,193,193,19,4,-10.0,11,2,11,5.16164755725365,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
6764811,19880310,198803,1988,1988.1918,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,9,2,9,5.25227729938299,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6792194,19880320,198803,1988,1988.2192,ISR,ISRAEL,ISR,,,,,,,,PSE,PALESTINE,PSE,,,,,,,,0,190,190,19,4,-10.0,2,2,2,1.97719449225474,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
7292816,19880926,198809,1988,1988.7288,ISR,ISRAEL,ISR,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,0,193,193,19,4,-10.0,11,2,11,2.00612684219242,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6639627,19880123,198801,1988,1988.063,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,14,2,14,2.99363572226468,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7290720,19880925,198809,1988,1988.726,ISR,ISRAEL,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,0,190,190,19,4,-10.0,5,2,5,4.17943182884721,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6871361,19880418,198804,1988,1988.2959,PSE,GAZA,PSE,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,190,190,19,4,-10.0,11,2,11,2.54813292851836,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
7208840,19880823,198808,1988,1988.6384,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,22,2,22,4.12395988396664,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7325494,19881009,198810,1988,1988.7644,ISR,ISRAELI,ISR,,,,,,,,PSE,OCCUPIED TERRITORIES,PSE,,,,,,,,1,190,190,19,4,-10.0,21,2,21,1.61512087735296,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6941452,19880514,198805,1988,1988.3671,ISR,JERUSALEM,ISR,,,,,,,,COP,POLICE,,,,,,COP,,,1,190,190,19,4,-10.0,13,2,13,2.50607419282118,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7123909,19880721,198807,1988,1988.5507,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,18,2,18,0.887547032406846,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6935632,19880512,198805,1988,1988.3616,ISR,ISRAEL,ISR,,,,,,,,TUN,TUNISIA,TUN,,,,,,,,1,190,190,19,4,-10.0,2,2,2,3.54625156557524,1,Israel,IS,IS,31.5,34.75,0,4,"Tunis, (TS26), Tunisia",TS,TS26,36.8028,10.1797,-731701,4,"Tunis, (TS26), Tunisia",TS,TS26,36.8028,10.1797,-731701,20130203,unspecified
6868112,19880417,198804,1988,1988.2932,ISR,ISRAELI,ISR,,,,,,,,MIL,ARMY,,,,,,MIL,,,1,190,190,19,4,-10.0,21,2,21,3.54209682838314,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7484608,19881213,198812,1988,1988.9397,PSE,WEST BANK,PSE,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,190,190,19,4,-10.0,10,2,10,7.64319329169162,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6724935,19880225,198802,1988,1988.1507,ISR,ISRAEL,ISR,,,,,,,,PSE,WEST BANK,PSE,,,,,,,,0,193,193,19,4,-10.0,5,2,5,5.63186107189179,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6718852,19880223,198802,1988,1988.1452,ISR,ISRAEL,ISR,,,,,,,,PSE,PALESTINE,PSE,,,,,,,,0,190,190,19,4,-10.0,11,2,11,2.98559364133134,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6691818,19880212,198802,1988,1988.1151,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,10,2,10,2.66616730584851,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
